Request_ID,Created_At,Category,Status,Neighborhood_ID,Neighborhood_Name,Ward_Number,Latitude,Longitude,Sentiment_Score,Delay_Minutes,Transit_Route_ID,Complaint_Text,Source,Sentiment_Label,Delay_Severity,NeedScore,Month,Quarter,Day_of_Week
4727,2025-08-15 04:00:00,Pothole,Resolved,12,Basavanagudi,197,13.083174531140735,77.5989512370694,0.76,22,116,Broken footpath,Email,positive,Heavy Delay,82.84,8,Q3,Friday
4728,2025-10-06 09:00:00,Graffiti,Resolved,12,BTM Layout,155,13.006437206643078,77.49474146526724,0.74,18,120,Broken footpath,Twitter,positive,Slight Delay,76.12,10,Q4,Monday
4729,2025-10-15 05:00:00,Water Leak,Open,7,BTM Layout,140,13.077697994901236,77.53095466540651,-0.64,17,101,Noise from bar at night,Twitter,negative,Slight Delay,68.74,10,Q4,Wednesday
4730,2025-07-14 02:00:00,Garbage,Resolved,2,Koramangala,145,12.851357539791142,77.59481971717727,-0.15,15,178,Streetlight not working,Call Center,neutral,Slight Delay,36.59,7,Q3,Monday
4731,2025-10-23 02:00:00,Pothole,Open,1,Yelahanka,37,13.072639867980486,77.45634192231465,-0.78,7,143,Noise from bar at night,Twitter,negative,On-Time,63.35,10,Q4,Thursday
4732,2025-10-14 05:00:00,Streetlight,Open,18,HSR Layout,34,13.030364646991512,77.67971678106406,0.19,8,165,Broken footpath,Twitter,neutral,On-Time,29.33,10,Q4,Tuesday
4733,2025-11-13 23:00:00,Noise,In Progress,12,Koramangala,164,12.89304836352802,77.5090744631557,0.91,5,170,Water leakage on road,Call Center,positive,On-Time,68.39,11,Q4,Thursday
4734,2025-11-16 13:00:00,Noise,Open,7,Indiranagar,134,12.915759504811263,77.70998337718567,-0.64,2,135,Streetlight not working,Twitter,negative,On-Time,48.06,11,Q4,Sunday
4735,2025-09-17 03:00:00,Water Leak,Open,19,Basavanagudi,96,12.98570249979097,77.45667794822596,-0.19,-5,145,Pothole near school,Call Center,neutral,Early,11.4,9,Q3,Wednesday
4736,2025-07-08 22:00:00,Streetlight,Open,3,Indiranagar,160,12.881234538837635,77.60963950721053,0.91,2,149,Pothole near school,Mobile App,positive,On-Time,64.26,7,Q3,Tuesday
4737,2025-09-07 03:00:00,Graffiti,Open,10,Basavanagudi,73,13.046342067278012,77.68299528648319,0.5,13,195,Illegal parking,Call Center,positive,Slight Delay,54.83,9,Q3,Sunday
4738,2025-02-24 16:00:00,Graffiti,In Progress,11,Whitefield,122,13.047793466555607,77.52138452999381,-0.86,11,166,Pothole near school,Email,negative,Slight Delay,73.67,2,Q1,Monday
4739,2025-05-04 10:00:00,Garbage,Open,5,Basavanagudi,150,12.92523724716377,77.6622659180634,-0.14,3,102,Garbage not collected,Twitter,neutral,On-Time,19.43,5,Q2,Sunday
4740,2025-05-03 10:00:00,Noise,In Progress,2,BTM Layout,10,12.867454251243199,77.66626034739602,0.98,21,132,Overflowing garbage,Twitter,positive,Heavy Delay,94.66,5,Q2,Saturday
4741,2025-05-14 05:00:00,Streetlight,Open,8,Malleshwaram,29,13.097211864808393,77.64135309977425,-0.09,7,144,Garbage not collected,Call Center,neutral,On-Time,21.95,5,Q2,Wednesday
4742,2025-08-09 16:00:00,Water Leak,In Progress,14,Indiranagar,139,12.912682219811082,77.5592758194191,0.26,16,124,Graffiti on wall,Email,positive,Slight Delay,44.57,8,Q3,Saturday
4743,2025-10-28 04:00:00,Pothole,Resolved,8,Indiranagar,92,12.866889662829337,77.68551943944476,0.4,9,136,Water leakage on road,Twitter,positive,On-Time,43.31,10,Q4,Tuesday
4744,2025-08-27 18:00:00,Water Leak,In Progress,6,Jayanagar,194,12.932491239845888,77.63853011530261,0.33,21,135,Overflowing garbage,Mobile App,positive,Heavy Delay,55.66,8,Q3,Wednesday
4745,2025-01-06 06:00:00,Water Leak,In Progress,1,Basavanagudi,56,13.092250815543572,77.62711646274276,0.04,7,134,Overflowing garbage,Call Center,neutral,On-Time,18.95,1,Q1,Monday
4746,2025-08-22 10:00:00,Streetlight,Open,1,HSR Layout,85,13.048231903187999,77.69574838075006,-0.73,21,118,Overflowing garbage,Email,negative,Heavy Delay,79.66,8,Q3,Friday
4747,2025-02-19 15:00:00,Noise,In Progress,8,Marathahalli,95,12.970083269952536,77.52339141292836,0.42,2,144,Graffiti on wall,Call Center,positive,On-Time,34.86,2,Q1,Wednesday
4748,2025-04-20 23:00:00,Streetlight,In Progress,11,Indiranagar,58,12.92633260543142,77.51974638606683,0.87,21,182,Overflowing garbage,Twitter,positive,Heavy Delay,88.06,4,Q2,Sunday
4749,2025-02-26 22:00:00,Pothole,Open,18,Basavanagudi,52,12.955826524636867,77.56593406614468,0.88,24,196,Broken footpath,Twitter,positive,Heavy Delay,92.8,2,Q1,Wednesday
4750,2025-09-26 21:00:00,Streetlight,Resolved,10,BTM Layout,61,12.85434140205766,77.47193992060056,0.19,20,117,Pothole near school,Twitter,neutral,Heavy Delay,45.88,9,Q3,Friday
4751,2025-10-05 23:00:00,Garbage,Resolved,12,Marathahalli,17,13.029592620360333,77.55121804080557,-0.02,6,126,Noise from bar at night,Call Center,neutral,On-Time,16.37,10,Q4,Sunday
4752,2025-10-06 11:00:00,Water Leak,Resolved,20,Yelahanka,30,12.874911067887961,77.57188162356016,-0.33,5,193,Illegal parking,Email,negative,On-Time,33.59,10,Q4,Monday
4753,2025-07-09 03:00:00,Noise,In Progress,16,Malleshwaram,72,12.979759394218576,77.59851745485815,-0.79,14,130,Broken footpath,Call Center,negative,Slight Delay,73.61,7,Q3,Wednesday
4754,2025-05-01 07:00:00,Graffiti,Open,5,Basavanagudi,37,12.991461263215642,77.52620403923028,0.77,7,138,Graffiti on wall,Twitter,positive,On-Time,62.75,5,Q2,Thursday
4755,2025-06-20 06:00:00,Pothole,Resolved,16,Whitefield,133,12.850422443575573,77.72205273431145,-0.73,10,166,Illegal parking,Call Center,negative,Slight Delay,64.49,6,Q2,Friday
4756,2025-04-05 05:00:00,Graffiti,Resolved,12,Marathahalli,154,13.094969656494358,77.53552351033304,-0.42,-4,121,Noise from bar at night,Mobile App,negative,Early,26.58,4,Q2,Saturday
4757,2025-06-24 04:00:00,Water Leak,Resolved,6,Yelahanka,198,12.925534759422222,77.70546523325383,0.48,0,151,Streetlight not working,Email,positive,On-Time,35.7,6,Q2,Tuesday
4758,2025-04-29 09:00:00,Streetlight,Resolved,5,Basavanagudi,80,12.869306062748029,77.58348573087325,0.41,10,109,Illegal parking,Twitter,positive,Slight Delay,45.29,4,Q2,Tuesday
4759,2025-09-09 16:00:00,Graffiti,Open,1,Basavanagudi,129,13.063597139564871,77.66544700877712,0.36,12,107,Noise from bar at night,Call Center,positive,Slight Delay,45.05,9,Q3,Tuesday
4760,2025-05-29 08:00:00,Garbage,Resolved,19,Marathahalli,137,12.887988151012836,77.48327071639517,0.48,11,133,Broken footpath,Mobile App,positive,Slight Delay,50.87,5,Q2,Thursday
4761,2025-07-18 06:00:00,Streetlight,In Progress,10,Marathahalli,71,12.856238784056123,77.61339116607249,0.08,9,152,Broken footpath,Twitter,neutral,On-Time,24.11,7,Q3,Friday
4762,2025-01-27 02:00:00,Water Leak,In Progress,14,Marathahalli,107,12.973672669898225,77.73824776848284,-0.69,1,117,Water leakage on road,Call Center,negative,On-Time,49.68,1,Q1,Monday
4763,2025-07-28 22:00:00,Graffiti,Open,3,Koramangala,192,12.882479246449392,77.64987536280944,1.0,8,111,Water leakage on road,Twitter,positive,On-Time,77.93,7,Q3,Monday
4764,2025-02-27 07:00:00,Pothole,Resolved,6,Malleshwaram,152,13.09560576658847,77.69608677813109,0.78,1,163,Garbage not collected,Email,positive,On-Time,55.08,2,Q1,Thursday
4765,2025-02-19 05:00:00,Graffiti,Resolved,5,Indiranagar,133,12.852602746653128,77.52832113865325,-0.14,0,156,Noise from bar at night,Twitter,neutral,On-Time,15.3,2,Q1,Wednesday
4766,2025-08-26 20:00:00,Graffiti,In Progress,17,Marathahalli,179,12.862799336047157,77.69005067626655,0.06,6,195,Illegal parking,Twitter,neutral,On-Time,18.77,8,Q3,Tuesday
4767,2025-01-21 10:00:00,Noise,Open,18,Marathahalli,166,13.058320991599741,77.55537601436086,-0.21,-4,101,Noise from bar at night,Email,negative,Early,13.98,1,Q1,Tuesday
4768,2025-06-05 09:00:00,Graffiti,In Progress,12,Koramangala,157,12.909937924009506,77.5955234300139,0.28,15,116,Noise from bar at night,Call Center,positive,Slight Delay,44.39,6,Q2,Thursday
4769,2025-09-06 22:00:00,Water Leak,Open,5,BTM Layout,174,13.077899188345986,77.50638731531198,0.46,-5,151,Graffiti on wall,Mobile App,positive,Early,27.6,9,Q3,Saturday
4770,2025-05-28 06:00:00,Pothole,Open,9,Yelahanka,180,12.92778426336874,77.59570951640146,-0.54,12,175,Graffiti on wall,Mobile App,negative,Slight Delay,55.85,5,Q2,Wednesday
4771,2025-05-18 08:00:00,Water Leak,Open,12,HSR Layout,121,12.867445662840101,77.6047105529917,-0.13,23,170,Broken footpath,Email,neutral,Heavy Delay,46.42,5,Q2,Sunday
4772,2025-03-22 20:00:00,Garbage,In Progress,20,Basavanagudi,174,12.852647949760383,77.63669815348756,0.28,22,178,Garbage not collected,Twitter,positive,Heavy Delay,54.04,3,Q1,Saturday
4773,2025-07-28 22:00:00,Streetlight,Open,9,Basavanagudi,75,12.920641819264294,77.71059013828311,0.98,-1,101,Noise from bar at night,Call Center,positive,Early,64.32,7,Q3,Monday
4774,2025-03-20 10:00:00,Graffiti,In Progress,3,Marathahalli,68,12.968432643873975,77.54145534641967,-0.35,15,126,Illegal parking,Call Center,negative,Slight Delay,48.59,3,Q1,Thursday
4775,2025-07-24 12:00:00,Noise,In Progress,1,Koramangala,187,12.850254027731516,77.74524103272755,0.49,1,125,Pothole near school,Email,positive,On-Time,37.68,7,Q3,Thursday
4776,2025-05-05 11:00:00,Pothole,Resolved,15,Malleshwaram,138,12.995276800635974,77.70430698612667,-0.31,9,124,Overflowing garbage,Call Center,negative,On-Time,37.91,5,Q2,Monday
4777,2025-08-21 17:00:00,Noise,In Progress,10,HSR Layout,98,12.933415389668683,77.5708767858575,-0.82,15,111,Overflowing garbage,Mobile App,negative,Slight Delay,76.79,8,Q3,Thursday
4778,2025-05-12 15:00:00,Noise,In Progress,14,BTM Layout,132,12.947538382340603,77.51799909257966,0.54,21,116,Pothole near school,Call Center,positive,Heavy Delay,68.26,5,Q2,Monday
4779,2025-07-08 18:00:00,Noise,Resolved,7,Jayanagar,52,12.915352737049526,77.4714483732407,0.3,0,164,Overflowing garbage,Twitter,positive,On-Time,24.9,7,Q3,Tuesday
4780,2025-01-29 09:00:00,Graffiti,Resolved,4,BTM Layout,74,12.982261301360266,77.52030925638068,0.03,-4,194,Pothole near school,Call Center,neutral,Early,3.18,1,Q1,Wednesday
4781,2025-08-07 22:00:00,Pothole,Resolved,5,Jayanagar,18,12.907530655492035,77.71535687649352,0.35,15,139,Graffiti on wall,Email,positive,Slight Delay,48.59,8,Q3,Thursday
4782,2025-02-14 17:00:00,Pothole,Open,20,Koramangala,76,12.883705521539117,77.53760942342669,0.76,18,104,Broken footpath,Email,positive,Slight Delay,77.32,2,Q1,Friday
4783,2025-04-10 11:00:00,Noise,Open,16,Malleshwaram,179,13.072661770512012,77.49139394488762,0.51,11,191,Broken footpath,Mobile App,positive,Slight Delay,52.67,4,Q2,Thursday
4784,2025-04-23 05:00:00,Streetlight,Resolved,3,HSR Layout,151,12.947638745757638,77.45680237682791,0.72,21,127,Graffiti on wall,Mobile App,positive,Heavy Delay,79.06,4,Q2,Wednesday
4785,2025-06-30 20:00:00,Graffiti,Open,17,Jayanagar,108,12.869232587555247,77.53930410310335,-0.42,7,171,Streetlight not working,Mobile App,negative,On-Time,41.75,6,Q2,Monday
4786,2025-03-31 20:00:00,Graffiti,Resolved,13,Marathahalli,153,12.907580688641582,77.51484581304068,0.6,7,151,Garbage not collected,Mobile App,positive,On-Time,52.55,3,Q1,Monday
4787,2025-11-28 22:00:00,Water Leak,Open,6,Indiranagar,60,12.927485737050203,77.48066070366359,-0.28,8,113,Pothole near school,Call Center,negative,On-Time,34.73,11,Q4,Friday
4788,2025-04-18 12:00:00,Graffiti,In Progress,5,Indiranagar,37,13.042411577337134,77.73532574036456,-0.96,20,105,Pothole near school,Call Center,negative,Heavy Delay,92.08,4,Q2,Friday
4789,2025-10-30 09:00:00,Noise,Open,16,Marathahalli,196,12.855563873632336,77.530286562637,-0.91,17,117,Overflowing garbage,Email,negative,Slight Delay,84.94,10,Q4,Thursday
4790,2025-03-31 23:00:00,Garbage,Open,11,Malleshwaram,77,12.969562372119528,77.45185304884929,0.46,2,136,Water leakage on road,Email,positive,On-Time,37.26,3,Q1,Monday
4791,2025-10-10 04:00:00,Noise,In Progress,17,Whitefield,146,12.95192312133918,77.73328267506116,-0.46,9,173,Streetlight not working,Mobile App,negative,On-Time,46.91,10,Q4,Friday
4792,2025-03-09 19:00:00,Pothole,Resolved,5,Basavanagudi,126,13.09210010040873,77.62355395588547,-0.38,5,163,Streetlight not working,Call Center,negative,On-Time,36.59,3,Q1,Sunday
4793,2025-12-09 11:00:00,Graffiti,Open,6,BTM Layout,29,12.895018753074153,77.47484388907853,0.25,7,198,Overflowing garbage,Twitter,positive,On-Time,31.55,12,Q4,Tuesday
4794,2025-10-23 00:00:00,Graffiti,Open,10,Jayanagar,108,13.006967686540928,77.45942659321669,0.48,15,134,Broken footpath,Mobile App,positive,Slight Delay,56.39,10,Q4,Thursday
4795,2025-03-24 17:00:00,Water Leak,In Progress,1,Indiranagar,30,12.900549221273183,77.48235471907518,0.12,14,116,Noise from bar at night,Mobile App,neutral,Slight Delay,33.41,3,Q1,Monday
4796,2025-12-20 16:00:00,Garbage,In Progress,10,Marathahalli,119,12.98710551354296,77.62744725598864,0.41,-5,190,Streetlight not working,Call Center,positive,Early,24.6,12,Q4,Saturday
4797,2025-04-01 21:00:00,Graffiti,In Progress,17,HSR Layout,102,12.988765808128447,77.46856148147134,0.88,19,187,Pothole near school,Twitter,positive,Slight Delay,85.9,4,Q2,Tuesday
4798,2025-04-06 16:00:00,Water Leak,In Progress,3,HSR Layout,7,12.868836682464613,77.62044217904962,0.71,-4,109,Garbage not collected,Mobile App,positive,Early,43.98,4,Q2,Sunday
4799,2025-10-26 12:00:00,Water Leak,Resolved,2,Jayanagar,169,12.964112823549307,77.64576230595941,-0.52,5,150,Water leakage on road,Twitter,negative,On-Time,44.99,10,Q4,Sunday
4800,2025-04-19 05:00:00,Garbage,Open,17,Whitefield,74,12.965289026989991,77.49427303445151,0.81,8,180,Overflowing garbage,Email,positive,On-Time,66.53,4,Q2,Saturday
4801,2025-02-07 13:00:00,Noise,Open,4,Yelahanka,37,12.929784168535535,77.59652982282492,-0.41,24,151,Illegal parking,Email,negative,Heavy Delay,64.6,2,Q1,Friday
4802,2025-09-10 12:00:00,Noise,Open,2,Yelahanka,27,12.919289638421914,77.73916397889003,0.32,-1,163,Pothole near school,Mobile App,positive,Early,24.72,9,Q3,Wednesday
4803,2025-03-11 21:00:00,Noise,Open,5,Koramangala,21,12.90607449352905,77.7009465339501,0.75,1,132,Water leakage on road,Call Center,positive,On-Time,53.28,3,Q1,Tuesday
4804,2025-05-01 01:00:00,Streetlight,Resolved,10,Malleshwaram,43,12.851485267968666,77.66700930424322,0.25,18,196,Graffiti on wall,Mobile App,positive,Slight Delay,46.72,5,Q2,Thursday
4805,2025-08-23 06:00:00,Noise,Open,1,Malleshwaram,51,12.850454071122243,77.6053205373378,0.61,10,116,Garbage not collected,Call Center,positive,Slight Delay,57.29,8,Q3,Saturday
4806,2025-12-02 12:00:00,Garbage,Resolved,1,BTM Layout,93,12.997446802697649,77.5682824267799,0.85,24,181,Noise from bar at night,Twitter,positive,Heavy Delay,91.0,12,Q4,Tuesday
4807,2025-02-27 10:00:00,Streetlight,Resolved,4,BTM Layout,71,12.922865977785172,77.58543042083637,0.93,5,148,Noise from bar at night,Call Center,positive,On-Time,69.59,2,Q1,Thursday
4808,2025-02-22 00:00:00,Noise,In Progress,7,Yelahanka,13,12.8919721639458,77.67938300235575,-0.18,20,106,Illegal parking,Call Center,neutral,Heavy Delay,45.28,2,Q1,Saturday
4809,2025-08-24 10:00:00,Streetlight,In Progress,14,Jayanagar,109,13.021183801378074,77.61628938852752,0.99,9,189,Illegal parking,Mobile App,positive,On-Time,78.71,8,Q3,Sunday
4810,2025-09-11 07:00:00,Garbage,Open,14,Indiranagar,181,12.98222614236986,77.67939619558778,-0.46,-2,164,Garbage not collected,Mobile App,negative,Early,31.74,9,Q3,Thursday
4811,2025-10-21 04:00:00,Noise,Resolved,18,Indiranagar,191,13.078739569220312,77.7409618911299,-0.08,4,161,Pothole near school,Email,neutral,On-Time,17.21,10,Q4,Tuesday
4812,2025-09-28 07:00:00,Pothole,In Progress,2,Marathahalli,114,13.057754234268,77.6421542452314,0.52,-5,174,Water leakage on road,Twitter,positive,Early,31.2,9,Q3,Sunday
4813,2025-02-14 02:00:00,Graffiti,Resolved,1,Jayanagar,185,13.031682297774992,77.63093106722306,0.94,1,109,Garbage not collected,Email,positive,On-Time,64.68,2,Q1,Friday
4814,2025-03-27 08:00:00,Garbage,In Progress,16,Indiranagar,153,12.881645489296254,77.57184858455295,-0.89,6,130,Illegal parking,Twitter,negative,On-Time,68.57,3,Q1,Thursday
4815,2025-09-12 19:00:00,Water Leak,Resolved,18,Whitefield,125,13.01652218473969,77.50902618595663,0.89,23,124,Streetlight not working,Email,positive,Heavy Delay,92.02,9,Q3,Friday
4816,2025-06-27 00:00:00,Water Leak,Open,16,Basavanagudi,105,13.023481610734407,77.56226022267414,1.0,20,156,Noise from bar at night,Twitter,positive,Heavy Delay,94.48,6,Q2,Friday
4817,2025-04-14 04:00:00,Garbage,Open,6,Malleshwaram,141,13.040833147493677,77.60602915715461,0.82,5,164,Pothole near school,Call Center,positive,On-Time,62.99,4,Q2,Monday
4818,2025-07-11 19:00:00,Water Leak,Resolved,10,Whitefield,37,12.915783180939352,77.46045669719659,-0.78,5,142,Water leakage on road,Call Center,negative,On-Time,60.59,7,Q3,Friday
4819,2025-05-29 01:00:00,Garbage,In Progress,2,Indiranagar,158,13.010074375915938,77.59274150744669,0.68,19,102,Water leakage on road,Email,positive,Slight Delay,73.9,5,Q2,Thursday
4820,2025-01-10 04:00:00,Pothole,In Progress,7,Basavanagudi,140,13.004569614570634,77.7086447982245,0.28,11,154,Streetlight not working,Email,positive,Slight Delay,38.87,1,Q1,Friday
4821,2025-07-20 18:00:00,Garbage,Open,17,Marathahalli,193,12.946327512452873,77.74298730876009,-0.98,24,147,Streetlight not working,Email,negative,Heavy Delay,98.8,7,Q3,Sunday
4822,2025-10-27 16:00:00,Noise,Open,3,BTM Layout,18,13.015876745092202,77.70666460169326,0.97,-5,164,Broken footpath,Mobile App,positive,Early,58.2,10,Q4,Monday
4823,2025-07-12 15:00:00,Noise,Open,20,Jayanagar,122,12.871673890329092,77.50159452380497,-0.7,9,170,Streetlight not working,Twitter,negative,On-Time,61.31,7,Q3,Saturday
4824,2025-11-03 05:00:00,Streetlight,In Progress,12,Jayanagar,85,13.010876255280497,77.4965039575296,-0.21,17,159,Overflowing garbage,Email,negative,Slight Delay,42.94,11,Q4,Monday
4825,2025-08-23 02:00:00,Water Leak,In Progress,2,Indiranagar,117,13.001503896053165,77.56799366037187,-0.94,19,113,Garbage not collected,Mobile App,negative,Slight Delay,89.5,8,Q3,Saturday
4826,2025-10-28 09:00:00,Graffiti,Open,7,Koramangala,118,12.902656101813522,77.5176291411775,-0.38,15,186,Garbage not collected,Email,negative,Slight Delay,50.39,10,Q4,Tuesday
4827,2025-07-10 16:00:00,Water Leak,Resolved,17,Indiranagar,62,13.054553404879966,77.65279835123619,0.14,14,180,Pothole near school,Mobile App,neutral,Slight Delay,34.61,7,Q3,Thursday
4828,2025-03-19 23:00:00,Garbage,In Progress,19,BTM Layout,24,13.068603500065676,77.47536743134269,0.86,16,113,Pothole near school,Email,positive,Slight Delay,80.57,3,Q1,Wednesday
4829,2025-11-26 19:00:00,Graffiti,Open,12,BTM Layout,60,12.902620986813414,77.583115774861,0.98,19,108,Illegal parking,Call Center,positive,Slight Delay,91.9,11,Q4,Wednesday
4830,2025-03-02 22:00:00,Graffiti,Resolved,9,Marathahalli,145,12.868990271059301,77.53410687386582,-0.15,12,184,Streetlight not working,Mobile App,neutral,Slight Delay,32.45,3,Q1,Sunday
4831,2025-08-19 01:00:00,Water Leak,In Progress,14,Yelahanka,106,13.000893865885388,77.62862086609995,-0.14,15,144,Water leakage on road,Call Center,neutral,Slight Delay,35.99,8,Q3,Tuesday
4832,2025-12-22 16:00:00,Graffiti,Resolved,2,BTM Layout,60,12.969979381745825,77.6891195059382,-0.68,-2,101,Pothole near school,Mobile App,negative,Early,44.94,12,Q4,Monday
4833,2025-12-10 04:00:00,Graffiti,Resolved,4,BTM Layout,9,12.956898557315514,77.72706894250445,-0.0,23,131,Overflowing garbage,Twitter,neutral,Heavy Delay,38.62,12,Q4,Wednesday
4834,2025-11-22 13:00:00,Noise,In Progress,19,Malleshwaram,180,13.040252082510923,77.73915582026663,0.88,13,107,Graffiti on wall,Twitter,positive,Slight Delay,77.63,11,Q4,Saturday
4835,2025-03-28 04:00:00,Pothole,Open,16,Whitefield,143,13.09241565987723,77.5553583601922,-0.67,-1,135,Illegal parking,Mobile App,negative,Early,45.72,3,Q1,Friday
4836,2025-08-28 17:00:00,Garbage,Resolved,17,Malleshwaram,77,12.969415929844049,77.70675433454915,-0.47,8,189,Broken footpath,Email,negative,On-Time,46.13,8,Q3,Thursday
4837,2025-10-29 13:00:00,Water Leak,Open,2,Indiranagar,156,12.851538769693693,77.62758892061366,0.78,17,136,Streetlight not working,Mobile App,positive,Slight Delay,77.14,10,Q4,Wednesday
4838,2025-10-20 08:00:00,Noise,In Progress,17,BTM Layout,81,12.999066783634595,77.65767662436323,0.25,7,114,Pothole near school,Twitter,positive,On-Time,31.55,10,Q4,Monday
4839,2025-09-15 23:00:00,Streetlight,Resolved,19,HSR Layout,126,13.01349146803246,77.70533916999811,-0.34,21,133,Garbage not collected,Twitter,negative,Heavy Delay,56.26,9,Q3,Monday
4840,2025-03-05 02:00:00,Graffiti,Resolved,8,Basavanagudi,137,13.057004576498832,77.48903396296852,0.63,13,120,Broken footpath,Call Center,positive,Slight Delay,62.63,3,Q1,Wednesday
4841,2025-04-19 06:00:00,Graffiti,Resolved,20,Indiranagar,56,12.89985174527403,77.73422218040967,-0.78,13,186,Streetlight not working,Twitter,negative,Slight Delay,71.63,4,Q2,Saturday
4842,2025-02-11 17:00:00,Water Leak,Resolved,6,Marathahalli,94,12.981081908379732,77.61421912712547,0.72,10,108,Water leakage on road,Email,positive,Slight Delay,63.89,2,Q1,Tuesday
4843,2025-02-13 01:00:00,Pothole,Resolved,12,Marathahalli,127,12.961782875097342,77.55080099526248,0.04,24,139,Streetlight not working,Call Center,neutral,Heavy Delay,42.4,2,Q1,Thursday
4844,2025-10-15 11:00:00,Pothole,In Progress,18,Indiranagar,36,13.016110115290658,77.55161937812285,0.51,16,125,Streetlight not working,Twitter,positive,Slight Delay,59.57,10,Q4,Wednesday
4845,2025-12-19 17:00:00,Water Leak,Resolved,2,Jayanagar,128,12.86598576592579,77.67530010100349,0.04,15,121,Pothole near school,Mobile App,neutral,Slight Delay,29.99,12,Q4,Friday
4846,2025-07-30 11:00:00,Water Leak,In Progress,19,Yelahanka,184,13.07100323292488,77.653597958939,-0.51,13,112,Noise from bar at night,Mobile App,negative,Slight Delay,55.43,7,Q3,Wednesday
4847,2025-07-06 12:00:00,Noise,Open,10,Whitefield,20,12.977789351059569,77.66884402738054,0.28,-5,124,Broken footpath,Twitter,positive,Early,16.8,7,Q3,Sunday
4848,2025-01-20 22:00:00,Water Leak,In Progress,3,Yelahanka,55,13.069261361242496,77.52589865132727,-0.69,4,170,Streetlight not working,Email,negative,On-Time,53.81,1,Q1,Monday
4849,2025-01-22 11:00:00,Streetlight,Resolved,12,Basavanagudi,60,12.935059282965785,77.50105886484299,-0.54,-4,190,Noise from bar at night,Mobile App,negative,Early,33.78,1,Q1,Wednesday
4850,2025-02-19 15:00:00,Noise,Open,16,Marathahalli,163,13.013380553660156,77.66655789590786,0.1,9,114,Water leakage on road,Call Center,neutral,On-Time,25.31,2,Q1,Wednesday
4851,2025-09-20 09:00:00,Graffiti,In Progress,12,Marathahalli,129,13.089181287327353,77.53954421874845,-0.22,13,175,Pothole near school,Email,negative,Slight Delay,38.03,9,Q3,Saturday
4852,2025-01-12 07:00:00,Graffiti,In Progress,8,Indiranagar,45,13.085844797677444,77.51673084607602,0.49,-2,144,Graffiti on wall,Call Center,positive,Early,33.54,1,Q1,Sunday
4853,2025-12-14 06:00:00,Graffiti,In Progress,5,Marathahalli,197,13.086025688692803,77.51438255104394,0.17,15,196,Illegal parking,Call Center,neutral,Slight Delay,37.79,12,Q4,Sunday
4854,2025-11-21 02:00:00,Graffiti,Resolved,11,Jayanagar,168,12.860736710129233,77.49452027976824,-0.24,20,120,Broken footpath,Twitter,negative,Heavy Delay,48.88,11,Q4,Friday
4855,2025-09-08 08:00:00,Garbage,Resolved,10,Yelahanka,166,12.95075400024363,77.57804469670255,-0.35,24,188,Streetlight not working,Call Center,negative,Heavy Delay,61.0,9,Q3,Monday
4856,2025-11-29 19:00:00,Streetlight,In Progress,3,Marathahalli,24,12.86519531436194,77.52828457250749,0.83,24,139,Garbage not collected,Mobile App,positive,Heavy Delay,89.8,11,Q4,Saturday
4857,2025-05-19 20:00:00,Noise,In Progress,9,Koramangala,4,12.927369253318771,77.71815964256513,-0.92,19,146,Broken footpath,Email,negative,Slight Delay,88.3,5,Q2,Monday
4858,2025-02-02 19:00:00,Noise,Open,12,HSR Layout,91,12.893644523773457,77.65674189105533,0.38,-2,185,Noise from bar at night,Call Center,positive,Early,26.94,2,Q1,Sunday
4859,2025-09-17 06:00:00,Graffiti,Resolved,6,Koramangala,197,13.005034356027974,77.67315861341541,-0.22,6,160,Streetlight not working,Twitter,negative,On-Time,28.37,9,Q3,Wednesday
4860,2025-01-26 22:00:00,Pothole,Resolved,19,Indiranagar,107,13.045186537816349,77.57108314763055,-0.25,19,113,Garbage not collected,Call Center,negative,Slight Delay,48.1,1,Q1,Sunday
4861,2025-06-10 01:00:00,Noise,Open,16,Basavanagudi,13,12.97833674131585,77.63006285543923,0.3,15,171,Broken footpath,Mobile App,positive,Slight Delay,45.59,6,Q2,Tuesday
4862,2025-06-03 04:00:00,Streetlight,In Progress,14,HSR Layout,149,13.04886826832447,77.60023935221122,0.7,23,187,Broken footpath,Email,positive,Heavy Delay,80.62,6,Q2,Tuesday
4863,2025-04-18 04:00:00,Water Leak,In Progress,4,BTM Layout,101,12.853203324151558,77.50023543815675,0.45,13,166,Graffiti on wall,Mobile App,positive,Slight Delay,51.83,4,Q2,Friday
4864,2025-10-16 03:00:00,Streetlight,Open,18,Koramangala,160,13.055119091164798,77.46435610851523,0.34,17,175,Noise from bar at night,Twitter,positive,Slight Delay,50.74,10,Q4,Thursday
4865,2025-07-29 17:00:00,Graffiti,In Progress,10,Jayanagar,166,12.894590056172202,77.65505553642225,-0.01,18,146,Noise from bar at night,Call Center,neutral,Slight Delay,32.32,7,Q3,Tuesday
4866,2025-11-21 12:00:00,Graffiti,In Progress,18,Whitefield,95,12.965233975351193,77.48635173776827,-0.06,3,185,Graffiti on wall,Mobile App,neutral,On-Time,14.63,11,Q4,Friday
4867,2025-08-06 06:00:00,Garbage,Open,12,Basavanagudi,160,12.960646403975792,77.46720474596218,-0.08,19,115,Noise from bar at night,Twitter,neutral,Slight Delay,37.9,8,Q3,Wednesday
